event_id,title,description,category,timezone,geo_coordinates_longitude,geo_coordinates_latitude,geo_address_region,location,country,phq_attendance,rank,local_rank,predicted_event_spend,entities_names,city,category_encoded,city_encoded,combined_features,norm_attendance,norm_spend,norm_rank,norm_local_rank,collaborative_score
7k9nvzuyjyuvfx35wx,international famous furniture fair,sourced from predicthqcom  international famous furniture fair features an exclusive and comprehensive range of designinspired furniture and furnishings from more than 1500 leading brands,expos,Asia/Shanghai,113.660196,22.900216,Guangdong Sheng,"113.660196,22.900216",CN,500000.0,100,100.0,50588465.0,"Guangdong Modern International Exhibition Center,International Famous Furniture Fair",Guangzhou,0,30,international famous furniture fair sourced from predicthqcom  international famous furniture fair features an exclusive and comprehensive range of designinspired furniture and furnishings from more than 1500 leading brands expos Guangzhou,0.4987525029986724,0.4713930378917709,0.99999999999,0.0,0.49091891256550024
7ll4g6darvebryrsws,rodeo austin,sourced from predicthqcom  rodeo austin is one of americas top five prorodeos it is a family event that features performances concerts livestock show and auctions shopping food and more,festivals,America/Chicago,"[[-97.6210357, 30.291711], [-97.6239754, 30.2882184], [-97.6214649, 30.2865693], [-97.6188578, 30.290729], [-97.6210357, 30.291711]]",0,Texas,"-97.6213732108931,30.28921823008933",US,455000.0,100,100.0,36197890.0,"Rodeo Austin,Rodeo Austin",Houston,1,33,rodeo austin sourced from predicthqcom  rodeo austin is one of americas top five prorodeos it is a family event that features performances concerts livestock show and auctions shopping food and more festivals Houston,0.44333555822104215,0.3283586249286596,0.99999999999,0.0,0.42584181076551475
7cks63yyxq3ndd7ekw,artscape,sourced from predicthqcom  artscape featured more than 200 artist performers and over 100 visual artists and artisans todays artscape will include visual art exhibitions main stage music performances culinary delights community gathering spaces immersive family  youth experiences an artist marketplace and so much more,festivals,America/New_York,"[[-76.6273232, 39.3073508], [-76.623375, 39.3041131], [-76.6187401, 39.3045116], [-76.6193516, 39.3085711], [-76.6231604, 39.3106381], [-76.6273232, 39.3073508]]",0,Maryland,"-76.6225585440381,39.307072472939865",US,350000.0,100,100.0,25356458.0,Baltimore Artscape,Baltimore,1,5,artscape sourced from predicthqcom  artscape featured more than 200 artist performers and over 100 visual artists and artisans todays artscape will include visual art exhibitions main stage music performances culinary delights community gathering spaces immersive family  youth experiences an artist marketplace and so much more festivals Baltimore,0.3140293537399048,0.2206007443853533,0.99999999999,0.0,0.3417919648100679
7rij8zlfcp9jfkdawk,electric daisy carnival,sourced from predicthqcom  electric daisy carnival edc is an annual electronic dance music festival with its flagship event held annually in las vegas nevada it is currently the largest electronic dance music festival in north america,festivals,America/Los_Angeles,"[[-115.0169331, 36.27425], [-115.0173623, 36.2689563], [-115.013929, 36.2660498], [-115.0067622, 36.2686449], [-115.0033289, 36.2731082], [-115.0075347, 36.2771907], [-115.0169331, 36.27425]]",0,Nevada,"-115.01092258884837,36.271724092589764",US,520000.0,100,100.0,43344029.0,"Las Vegas Motor Speedway,EDC Las Vegas",Las Vegas,1,37,electric daisy carnival sourced from predicthqcom  electric daisy carnival edc is an annual electronic dance music festival with its flagship event held annually in las vegas nevada it is currently the largest electronic dance music festival in north america festivals Las Vegas,0.5233822562331747,0.3993873223099522,0.99999999999,0.0,0.47916909918475553
7sviyg4f2eex4nhdjf,calle ocho music festival,sourced from predicthqcom  bringing people together to celebrate miamis vibrant latin and caribbean cultures on the streets of little havana visitors stroll through street blocks of little havana filled with musical stages international food sampling sites folkloric dances and entertainment for all families  friends to enjoy,festivals,America/New_York,"[[-80.23891076161007, 25.764777657907928], [-80.23931060370214, 25.76476641951799], [-80.239333080482, 25.765566103702135], [-80.21444473838993, 25.766265642092073], [-80.21404489629786, 25.76627688048201], [-80.214022419518, 25.765477196297866], [-80.23891076161007, 25.764777657907928]]",0,Florida,"-80.22667775,25.76552165",US,750000.0,100,100.0,65104751.0,Calle Ocho Music Festival,Miami,1,47,calle ocho music festival sourced from predicthqcom  bringing people together to celebrate miamis vibrant latin and caribbean cultures on the streets of little havana visitors stroll through street blocks of little havana filled with musical stages international food sampling sites folkloric dances and entertainment for all families  friends to enjoy festivals Miami,0.8066244184299516,0.6156769491611004,0.99999999999,0.0,0.6573528521188108
7w2d37vbgz5ksnpgyg,dicks sporting goods pittsburgh marathon,sourced from predicthqcom  embark on a 262mile adventure like no other as you traverse the iconic dicks sporting goods pittsburgh marathon course get ready to be captivated by the dynamic fusion of urban energy and natural beauty as you conquer streets trails bridges and neighborhoods that define the essence of this vibrant city,sports,America/New_York,"[[-79.9706620758602, 40.45966558786268], [-79.96728735266824, 40.461912439698054], [-79.95272853471229, 40.464085094539456], [-79.93957036510766, 40.45708139150768], [-79.93444390721776, 40.45816312115417], [-79.92390761807496, 40.47767439464325], [-79.91774957590484, 40.475424777761916], [-79.92211813822456, 40.46626779129768], [-79.91816194607856, 40.46485619222211], [-79.91545357384474, 40.46123510846628], [-79.89354170970441, 40.45721129341506], [-79.88981053603102, 40.45510334937602], [-79.89501468049167, 40.44670747390518], [-79.91230297481715, 40.45337784039257], [-79.92420171348469, 40.45145215014825], [-79.92554345527603, 40.4536557406815], [-79.93496088648426, 40.45036711391037], [-79.93423209311389, 40.4478371597818], [-79.94848278461762, 40.44649047948455], [-79.9481904598936, 40.44411290506258], [-79.95530610046184, 40.442222326108684], [-79.96291542236538, 40.43674513348446], [-79.97261749209245, 40.43513247056035], [-79.97292245375306, 40.42874780032655], [-79.96916461803687, 40.4283473519719], [-79.96920298915057, 40.427726072218086], [-79.99441154810162, 40.428161522750955], [-80.02619140204811, 40.442904772323764], [-80.03636762858382, 40.44118842118298], [-80.0364780525813, 40.44160371251744], [-80.02845614962841, 40.44455643580943], [-80.02460071786051, 40.450941098988785], [-80.02092481589989, 40.44956405831624], [-80.01942558599983, 40.44695281683467], [-80.01426961926695, 40.445557002636264], [-80.00484746826078, 40.44858045775227], [-80.00523065676903, 40.44983859335439], [-80.00717742785206, 40.44951912322795], [-80.00854578148109, 40.45386637059803], [-80.00395269080691, 40.454768155416254], [-80.0025693966042, 40.45101922764951], [-80.00138151336225, 40.451218213167195], [-80.00213558064607, 40.45357963439811], [-79.99496241523222, 40.4550995581672], [-79.98741544158925, 40.44929571754411], [-79.97066502258343, 40.45967019606725], [-79.9706620758602, 40.45966558786268]]","[[-79.99702396788454, 40.44327305648408], [-79.99711581377706, 40.44361201678457], [-79.99682010825424, 40.443692142208185], [-79.99681890542615, 40.44369484857137], [-79.99433579786222, 40.444385219284214], [-79.99426976532791, 40.44437893047142], [-79.99415063642648, 40.4444129673004], [-79.99395717094899, 40.444368321420974], [-79.98769453590305, 40.44850114178723], [-79.99515758476777, 40.4542404418328], [-80.00110441935394, 40.45298036560189], [-80.00033848663776, 40.4505817868328], [-80.0030906033958, 40.45012077235049], [-80.00446730919309, 40.453851844583745], [-80.00751421851892, 40.45325362940198], [-80.00662257214795, 40.45042087677205], [-80.00466934323096, 40.45074140664561], [-80.00385253173923, 40.448059542247734], [-80.01425038073303, 40.44472299736374], [-80.01995441400017, 40.44626718316533], [-80.0214751841001, 40.448915941683765], [-80.02425928213948, 40.44995890101121], [-80.02791643588158, 40.443902589748575], [-80.03031403132458, 40.44302037027791], [-80.02607983595789, 40.443734910936236], [-79.99422845189838, 40.42895847724904], [-79.97373022755336, 40.428604143206776], [-79.97338576777555, 40.43581574510365], [-79.96323103518863, 40.43750364894354], [-79.95565389953815, 40.44295767389132], [-79.9490695401064, 40.444707094937414], [-79.94937721538238, 40.44720952051544], [-79.9352679068861, 40.448542840218195], [-79.93593911351574, 40.450872886089634], [-79.92519654472397, 40.45462425931851], [-79.92379828651532, 40.45232784985175], [-79.91221702518285, 40.454202159607426], [-79.89534531950832, 40.447692526094826], [-79.89092946396899, 40.45481665062398], [-79.8938182902956, 40.456448706584936], [-79.91590642615525, 40.460504891533716], [-79.91865805392143, 40.46418380777789], [-79.92322186177543, 40.46581220870232], [-79.91885042409517, 40.474975222238086], [-79.92353238192504, 40.47668560535674], [-79.93391609278224, 40.45745687884583], [-79.93968963489233, 40.45623860849232], [-79.9528714652877, 40.463254905460545], [-79.96699264733176, 40.46114756030195], [-79.99369686399055, 40.443368200396264], [-79.99400629397392, 40.44355021803352], [-79.99419523467209, 40.44356821238573], [-79.9945249974289, 40.44347399445521], [-79.99541764856794, 40.44324330932939], [-79.99625228070995, 40.443017154426016], [-79.99646733794805, 40.442622882822825], [-79.999678932262, 40.43780549135192], [-80.0023114467692, 40.438214747808914], [-80.00270669896028, 40.438276194578116], [-80.00258380542189, 40.43906669896028], [-80.000061067738, 40.438674508648084], [-79.99715266205195, 40.44303711717718], [-79.99702396788454, 40.44327305648408]]",Pennsylvania,"-79.9637823552983,40.44988284041699",US,340000.0,100,100.0,30733185.0,DICK'S Sporting Goods Pittsburgh Marathon,Philadelphia,2,58,dicks sporting goods pittsburgh marathon sourced from predicthqcom  embark on a 262mile adventure like no other as you traverse the iconic dicks sporting goods pittsburgh marathon course get ready to be captivated by the dynamic fusion of urban energy and natural beauty as you conquer streets trails bridges and neighborhoods that define the essence of this vibrant city sports Philadelphia,0.30171447712265365,0.274042458153421,0.99999999999,0.0,0.35289852829358775
84dm2wbwabkixzas2q,expodireto cotrijal,sourced from predicthqcom,expos,America/Sao_Paulo,-52.814371,-28.4593372,Rio Grande do Sul,"-52.814371,-28.4593372",BR,377600.0,100,100.0,39590854.0,Expodireto Cotrijal,Porto Alegre,0,61,expodireto cotrijal sourced from predicthqcom expos Porto Alegre,0.34801841320351806,0.3620828238536484,0.99999999999,0.0,0.39783221243600175
cd6kueuvkjs83q65qz,sxsw,sourced from predicthqcom  south by southwest dedicates itself to helping creative people achieve their goals founded in 1987 in austin texas sxsw is best known for its conference and festivals that celebrate the convergence of tech film music education and culture,festivals,America/Chicago,"[[-97.7378781, 30.2645842], [-97.7400293, 30.265168], [-97.7410378, 30.2624992], [-97.7388974, 30.2618737], [-97.7378781, 30.2645842]]",0,Texas,"-97.73945813606086,30.26353005276549",US,345066.0,100,100.0,27451942.0,SXSW,Houston,1,33,sxsw sourced from predicthqcom  south by southwest dedicates itself to helping creative people achieve their goals founded in 1987 in austin texas sxsw is best known for its conference and festivals that celebrate the convergence of tech film music education and culture festivals Houston,0.3079531936169531,0.24142870461721286,0.99999999999,0.0,0.3456098888304451
cgpmupcxkimhcegrdf,expozebu,sourced from predicthqcom  expozebu is one of the largest agricultural fairs in the world specifically focused on zebu cattle its held annually in uberaba minas gerais brazil by the abcz brazilian association of zebu breeders the fair showcases exhibits auctions lectures judging and business opportunities related to zebu cattle farming it also includes shows and cultural attractions,expos,America/Sao_Paulo,-47.9454643,-19.7696684,Minas Gerais,"-47.9454643,-19.7696684",BR,400000.0,100,100.0,35667616.0,ExpoZebu,Belo Horizonte,0,10,expozebu sourced from predicthqcom  expozebu is one of the largest agricultural fairs in the world specifically focused on zebu cattle its held annually in uberaba minas gerais brazil by the abcz brazilian association of zebu breeders the fair showcases exhibits auctions lectures judging and business opportunities related to zebu cattle farming it also includes shows and cultural attractions expos Belo Horizonte,0.37560373682616066,0.3230879925668811,0.99999999999,0.0,0.3971678924990286
cnn3dax5n88ocvwzlu,semana santa,sourced from predicthqcom  if you are looking for a traditional religious experience then you must visit andalucia during semana santa the dates of semana santa vary each year according to when easter occurs semana santa begins on palm sunday the sunday before easter sunday and lasts until easter saturday and in some towns until easter sunday,festivals,Europe/Madrid,"[[-5.996163697724043, 37.393290501122635], [-5.996511872562129, 37.39342224504162], [-5.996228754958381, 37.394170472562124], [-5.9947453888746844, 37.39360919001158], [-5.995319171228623, 37.393153319129276], [-5.995310926882474, 37.39311294871688], [-5.9945394199828534, 37.393181061041226], [-5.993982732444157, 37.390493215149505], [-5.992784012604665, 37.39061907440807], [-5.992737558244549, 37.38962451896799], [-5.992919297337106, 37.389287487538446], [-5.992791523514823, 37.38847512599934], [-5.9933888581233346, 37.38838882839949], [-5.9931738334918325, 37.38787626580042], [-5.993991647603018, 37.387840054973644], [-5.993599598976336, 37.38555107886816], [-5.992656130979538, 37.38556104466656], [-5.992729633623873, 37.38571438934414], [-5.992657016030146, 37.385858693536804], [-5.992695332772859, 37.38591958705535], [-5.992809941072674, 37.38613812254596], [-5.992995718526718, 37.38649236361863], [-5.992287236381369, 37.386863918526714], [-5.992001467227141, 37.38631901294465], [-5.991739383969853, 37.3859025064632], [-5.991838366376126, 37.38570581065586], [-5.9916203731513304, 37.38525102292581], [-5.9921748477865515, 37.38476608380429], [-5.994273001023664, 37.38474392113184], [-5.994865817816061, 37.38820508227457], [-5.994340826914245, 37.38859007560256], [-5.994526541876667, 37.389032771600505], [-5.993707676485178, 37.38915107400066], [-5.993751502662895, 37.389429712461556], [-5.993589521763736, 37.3897301027256], [-5.994619267555843, 37.38962198485049], [-5.995178380017146, 37.392321538958775], [-5.995951873117526, 37.392253251283115], [-5.996163697724043, 37.393290501122635]]",0,Andalucía,"-5.9940010621,37.3889123774",ES,768000.0,100,100.0,38673538.0,Semana Santa,Madrid,1,45,semana santa sourced from predicthqcom  if you are looking for a traditional religious experience then you must visit andalucia during semana santa the dates of semana santa vary each year according to when easter occurs semana santa begins on palm sunday the sunday before easter sunday and lasts until easter saturday and in some towns until easter sunday festivals Madrid,0.8287911963410037,0.35296520655471003,0.99999999999,0.0,0.5874060405013146
cwsuxujdnpyovcmw7z,cinco de mayo festival  denver,sourced from predicthqcom  a weekend filled with food fun and culture denvers cinco de mayo celebrate culture festival puts the spotlight on the mile high citys vibrant latino population with more than 400000 attendees expected its one of denvers most fun and familyfriendly events this years festival will feature live music and dance performances on three stages,festivals,America/Denver,"[[-104.9902104, 39.7399948], [-104.9892663, 39.7378663], [-104.9874853, 39.7385428], [-104.9874638, 39.7399536], [-104.9902104, 39.7399948]]",0,Colorado,"-104.98870694677106,39.7391259884169",US,400000.0,100,100.0,32598758.0,"Civic Center Park,Cinco de Mayo Festival",Denver,1,24,cinco de mayo festival  denver sourced from predicthqcom  a weekend filled with food fun and culture denvers cinco de mayo celebrate culture festival puts the spotlight on the mile high citys vibrant latino population with more than 400000 attendees expected its one of denvers most fun and familyfriendly events this years festival will feature live music and dance performances on three stages festivals Denver,0.37560373682616066,0.29258522930014935,0.99999999999,0.0,0.3880170635190091
ddlye8stu4c2ufoxrp,international furnishing accessories exhibition,sourced from predicthqcom,expos,Europe/Rome,9.0787626,45.521214,Lombardia,"9.0787626,45.521214",IT,370000.0,100,100.0,68175649.0,"Fiera Milano,International Furnishing Accessories Exhibition",Milan,0,48,international furnishing accessories exhibition sourced from predicthqcom expos Milan,0.33865910697440715,0.6461999889075728,0.99999999999,0.0,0.4793236394605347
dphgcfg5gkanxzigwf,special olympics world winter,sourced from predicthqcom  all around the world our athletes train and strive to achieve their very best every day during world games the entire special olympics movement comes together to see our athletes in action and celebrate their victories over huge odds no other event in the world has the social and emotional impact of the special olympics world games for the athletes and their families the experience opens doors to unimagined possibilities for volunteers coaches and other supporters from all parts of the world the games inspire hope for and belief in a brighter future of global acceptance understanding and unity,sports,Europe/Rome,7.3790071,45.2115816,Piedmont,"7.3790071,45.2115816",IT,303100.0,100,100.0,21799394.0,Special Olympics World Winter,Turin,2,76,special olympics world winter sourced from predicthqcom  all around the world our athletes train and strive to achieve their very best every day during world games the entire special olympics movement comes together to see our athletes in action and celebrate their victories over huge odds no other event in the world has the social and emotional impact of the special olympics world games for the athletes and their families the experience opens doors to unimagined possibilities for volunteers coaches and other supporters from all parts of the world the games inspire hope for and belief in a brighter future of global acceptance understanding and unity sports Turin,0.25627258240499684,0.18524548157533935,0.99999999999,0.0,0.3080826774331006
duw4nxk3f3pmiy8mfg,salone del mobile,sourced from predicthqcom  salone del mobile is a leading trade show for home furnishing and interior design founded in 1989 in response to the growing demand for decorating proposals the exhibition has established itself as the leading event in the sector able to present a choice of excellent items each year more and more varied and rich,expos,Europe/Rome,9.0788296,45.5197708,Lombardia,"9.0788296,45.5197708",IT,302548.0,100,100.0,55747112.0,Salone del Mobile,Milan,0,48,salone del mobile sourced from predicthqcom  salone del mobile is a leading trade show for home furnishing and interior design founded in 1989 in response to the growing demand for decorating proposals the exhibition has established itself as the leading event in the sector able to present a choice of excellent items each year more and more varied and rich expos Milan,0.2555928012157246,0.5226671562177527,0.99999999999,0.0,0.40903726735011564
dyqztxh6bqtdumcu9n,boston marathon,sourced from predicthqcom  the boston marathon is an annual marathon hosted by several cities in greater boston in eastern massachusetts united states,sports,America/New_York,"[[-71.50680622638471, 42.236527882234796], [-71.49373237968538, 42.23808181487861], [-71.47751785755938, 42.24549490504822], [-71.46770509807881, 42.25551706484851], [-71.45150777768004, 42.260543922695014], [-71.4436705870156, 42.271578806802275], [-71.43793892195912, 42.27458180027821], [-71.42918447254581, 42.27258499551456], [-71.41852969172825, 42.2766610121219], [-71.39465321635677, 42.281996974241956], [-71.34734555035703, 42.2841741889827], [-71.3400108701385, 42.28563557670691], [-71.31509226855793, 42.29597710676896], [-71.29720887840635, 42.296402949486044], [-71.29021269776104, 42.297967525040505], [-71.28517581502328, 42.304043215422965], [-71.26489704981064, 42.31975411537003], [-71.26215749036803, 42.32449507798819], [-71.24866636797483, 42.33037656945452], [-71.23861167765678, 42.34167154377985], [-71.22286111835335, 42.33726074045917], [-71.20683657176002, 42.339217167795084], [-71.19852551884738, 42.33847712167644], [-71.19443821989985, 42.33627183042148], [-71.17820383613126, 42.33672515000239], [-71.16801845988793, 42.3402035709373], [-71.16068562866137, 42.34058403359518], [-71.15009635976261, 42.33632637936438], [-71.12978585840379, 42.3400639964515], [-71.09719770615685, 42.34928654861203], [-71.08584219340419, 42.34999633235804], [-71.08501390037812, 42.34843059758293], [-71.07746046132932, 42.35047411893333], [-71.07707434239599, 42.350578580262656], [-71.07686541973733, 42.349806342396], [-71.08542209962188, 42.34749140241706], [-71.0863078065958, 42.34916566764196], [-71.09706229384317, 42.34849345138797], [-71.1296041415962, 42.33928400354851], [-71.15017964023738, 42.33549762063562], [-71.16082037133863, 42.339775966404815], [-71.16786554011206, 42.3394104290627], [-71.17806016386875, 42.33592884999761], [-71.19462978010016, 42.335466169578524], [-71.19876048115263, 42.33769487832355], [-71.20682342823997, 42.33841283220491], [-71.22292288164665, 42.33644725954083], [-71.23834632234322, 42.34076645622015], [-71.24818563202516, 42.329713430545475], [-71.26159650963197, 42.32386692201182], [-71.26428295018935, 42.319217884629964], [-71.28461618497673, 42.30346478457703], [-71.28977130223896, 42.29724647495949], [-71.29711112159366, 42.29560505051396], [-71.31492373144208, 42.295180893231034], [-71.3397771298615, 42.284866423293096], [-71.34724844964296, 42.2833778110173], [-71.39454678364322, 42.281201025758044], [-71.41829830827174, 42.2758929878781], [-71.42912552745418, 42.27175100448544], [-71.43782907804088, 42.27373619972178], [-71.44312941298439, 42.27095919319772], [-71.45101222231997, 42.259860077304985], [-71.46727490192119, 42.254812935151485], [-71.47705014244062, 42.24482909495178], [-71.49351362031462, 42.23730218512139], [-71.50657177361528, 42.23575011776521], [-71.52176282340187, 42.22808587762113], [-71.52211994578074, 42.22790570102301], [-71.52248029897699, 42.22861994578074], [-71.50680622638471, 42.236527882234796]]",0,Massachusetts,"-71.30227852588236,42.30140771214191",US,500000.0,100,100.0,48932589.0,Boston Marathon,Boston,2,17,boston marathon sourced from predicthqcom  the boston marathon is an annual marathon hosted by several cities in greater boston in eastern massachusetts united states sports Boston,0.4987525029986724,0.4549345397706253,0.99999999999,0.0,0.4859813631291566
dyqxhfmmhk3mjzmdvf,international fair of san jose de david,sourced from predicthqcom  fida or the international fair of david is a general activity held every year in march and brings together more than 500 exhibitors who motivated by the comfortable facilities and facilities offered increasingly expand their industrial commercial craft participation agricultural folkloric cultural educational and technological,expos,America/Panama,-82.4383748,8.4207108,Provincia de Chiriquí,"-82.4383748,8.4207108",PA,300000.0,100,100.0,28471878.0,International Fair of San Jose de David,Panama City,0,55,international fair of san jose de david sourced from predicthqcom  fida or the international fair of david is a general activity held every year in march and brings together more than 500 exhibitors who motivated by the comfortable facilities and facilities offered increasingly expand their industrial commercial craft participation agricultural folkloric cultural educational and technological expos Panama City,0.25245497065364897,0.251566308362716,0.99999999999,0.0,0.3264518807687744
eallpbzkykzc4b7dhn,skagit valley tulip festival,sourced from predicthqcom  skagit valley tulip festival is washingtons largest tulip fest held annually in april celebrating millions of tulips bursting into bloom  the fields of tulips are scattered throughout the skagit valley as are the many events and activities included in the festival,festivals,America/Los_Angeles,"[[-122.4714905, 48.4238673], [-122.4706322, 48.4189117], [-122.4229103, 48.3994833], [-122.4229103, 48.3965199], [-122.4086624, 48.3967479], [-122.4009377, 48.4063211], [-122.3875481, 48.4063211], [-122.3877197, 48.4176015], [-122.4029976, 48.4321826], [-122.4440247, 48.4324104], [-122.4435097, 48.4239813], [-122.4714905, 48.4238673]]",0,Washington,"-122.42329403715522,48.41655137283056",US,400000.0,100,100.0,35602011.0,Skagit Valley Tulip Festival,Seattle,1,64,skagit valley tulip festival sourced from predicthqcom  skagit valley tulip festival is washingtons largest tulip fest held annually in april celebrating millions of tulips bursting into bloom  the fields of tulips are scattered throughout the skagit valley as are the many events and activities included in the festival festivals Seattle,0.37560373682616066,0.32243591489365087,0.99999999999,0.0,0.3969722691970595
esqxavlera4vskr9ta,festival international de louisiane,sourced from predicthqcom  every year the festival international de louisiane is one of the biggest entertainment events in louisiana and this year is no different the nonprofit festival will take place april 2630 this year and will be featuring an impressive lineup of performers representing eighteen different regions festival international is one of our favorite events of the spring aside from the start of crawfish season of course,festivals,America/Chicago,"[[-92.0183180491815, 30.2211353595739], [-92.01855378960761, 30.22081220875539], [-92.01920009124461, 30.22128368960759], [-92.0161104508185, 30.2255189404261], [-92.0158747103924, 30.22584209124461], [-92.01522840875539, 30.22537061039241], [-92.0183180491815, 30.2211353595739]]",0,Louisiana,"-92.01721425000001,30.22332715000001",US,300000.0,100,100.0,23423492.0,Festival International de Louisiane,New Orleans,1,52,festival international de louisiane sourced from predicthqcom  every year the festival international de louisiane is one of the biggest entertainment events in louisiana and this year is no different the nonprofit festival will take place april 2630 this year and will be featuring an impressive lineup of performers representing eighteen different regions festival international is one of our favorite events of the spring aside from the start of crawfish season of course festivals New Orleans,0.25245497065364897,0.20138812382726903,0.99999999999,0.0,0.31139842540814033
ejmd6djcrnzqdp8p84,festival of fountains,sourced from predicthqcom  the festival of fountains allows people to enjoy summer time with fanciful fountain shows in the main fountain garden to walk trails winding through  the meadow garden and to have freshair family time from atop our treehouses,festivals,America/New_York,-75.6747203,39.871271,Pennsylvania,"-75.6747203,39.871271",US,600000.0,100,100.0,48742512.0,"Longwood Gardens,Festival of Fountains",Philadelphia,1,58,festival of fountains sourced from predicthqcom  the festival of fountains allows people to enjoy summer time with fanciful fountain shows in the main fountain garden to walk trails winding through  the meadow garden and to have freshair family time from atop our treehouses festivals Philadelphia,0.621901269171184,0.45304527877078415,0.99999999999,0.0,0.5346740912982089
ejvb87slwysqieaosk,canadian tulip festival,sourced from predicthqcom  the canadian tulip festival is a tulip festival held annually in may in ottawa ontario canada the festival claims to be the worlds largest tulip festival displaying over one million tulips,festivals,America/Toronto,"[[-75.7073447, 45.3975225], [-75.7067439, 45.3964584], [-75.7052017, 45.3977335], [-75.7057756, 45.3982288], [-75.7073447, 45.3975225]]",0,Ontario,"-75.70632377273424,45.39743253774448",CA,700000.0,100,100.0,52918280.0,"Commissioners Park,Canadian Tulip Festival",Toronto,1,74,canadian tulip festival sourced from predicthqcom  the canadian tulip festival is a tulip festival held annually in may in ottawa ontario canada the festival claims to be the worlds largest tulip festival displaying over one million tulips festivals Toronto,0.7450500353436957,0.4945501195815332,0.99999999999,0.0,0.5963850500104383
em6fgxd3wnc5vm8naf,indexpo vizag,sourced from predicthqcom,expos,Asia/Kolkata,83.341496,17.737617,Andhra Pradesh,"83.341496,17.737617",IN,300000.0,100,100.0,16705816.0,"Gadiraju Palace Convention Center & Hotel,IndExpo Vizag",Hyderabad,0,34,indexpo vizag sourced from predicthqcom expos Hyderabad,0.25245497065364897,0.13461811337693042,0.99999999999,0.0,0.2913674222730387
f5darvqoupd9p3zpcw,filbo,sourced from predicthqcom  international book fair of bogota,expos,America/Bogota,-74.0900203,4.629425,Bogotá,"-74.0900203,4.629425",CO,600000.0,100,100.0,39854163.0,"Corferias,FILBO",Bogotá,0,14,filbo sourced from predicthqcom  international book fair of bogota expos Bogotá,0.621901269171184,0.3646999707183778,0.99999999999,0.0,0.5081704988824869
fdnudtkpgxzt9ryb9b,ponchatoula strawberry festival,sourced from predicthqcom  this is a fundraiser event which is full of of great food strawberries vendor booths rides live entertainment and much more,festivals,America/Chicago,"[[-90.4441636, 30.4424107], [-90.4456817, 30.442087], [-90.4453008, 30.4407319], [-90.4437881, 30.4410833], [-90.4441636, 30.4424107]]",0,Louisiana,"-90.44473606330581,30.441577487362718",US,350000.0,100,100.0,27872333.0,Ponchatoula Strawberry Festival,New Orleans,1,52,ponchatoula strawberry festival sourced from predicthqcom  this is a fundraiser event which is full of of great food strawberries vendor booths rides live entertainment and much more festivals New Orleans,0.3140293537399048,0.24560716030087912,0.99999999999,0.0,0.3492938895847257
