event_id,title,description,category,timezone,geo_coordinates_longitude,geo_coordinates_latitude,geo_address_region,location,country,phq_attendance,rank,local_rank,predicted_event_spend,entities_names,city,category_encoded,city_encoded,combined_features
4ilder8vrg2txm6f5f,international dixieland festival,sourced from predicthqcom  an annual music festival called the internationale dixieland festival dresden takes place in dresden germany one of europes oldest and most prominent jazz festivals it draws fans and musicians from around the globe,festivals,Europe/Berlin,13.7372621,51.0504088,Sachsen,"13.7372621,51.0504088",DE,500000.0,100,100.0,33339706.0,International Dixieland Festival,Dresden,2,31,international dixieland festival sourced from predicthqcom  an annual music festival called the internationale dixieland festival dresden takes place in dresden germany one of europes oldest and most prominent jazz festivals it draws fans and musicians from around the globe festivals Dresden
4iabm8uftuijapjx7s,carnaval san francisco,sourced from predicthqcom  watch a brilliant procession of contingents most of which will feature beautifully adorned floats depicting rich multicultural themes and featuring performers who engage and entertain the crowds experience global cuisine international music dance arts  crafts and other fun activities and entertainment on every street corner for the entire family to enjoy,festivals,America/Los_Angeles,"[[-122.4173525, 37.7639662], [-122.4174062, 37.7632643], [-122.4172667, 37.7632665], [-122.4173069, 37.7636036], [-122.4173525, 37.7639662]]",0,California,"-122.41734153301684,37.7634999122597",US,400000.0,100,100.0,40066450.0,Carnaval San Francisco,Los Angeles,2,50,carnaval san francisco sourced from predicthqcom  watch a brilliant procession of contingents most of which will feature beautifully adorned floats depicting rich multicultural themes and featuring performers who engage and entertain the crowds experience global cuisine international music dance arts  crafts and other fun activities and entertainment on every street corner for the entire family to enjoy festivals Los Angeles
4kh7ptyjncgywbh7pj,run rome the marathon,sourced from predicthqcom  the rome marathon is an annual marathon competition hosted by the city of rome italy,sports,Europe/Rome,"[[12.459988543807766, 41.916535677604], [12.459764913918633, 41.91662779607851], [12.461380174624411, 41.92023354868223], [12.468458327552835, 41.919617305876514], [12.467240210832461, 41.920839958144164], [12.458141739409465, 41.9237389335642], [12.458601202374911, 41.93107138006732], [12.4658262511276, 41.93707273989615], [12.475954656207092, 41.93790810070302], [12.482064557255867, 41.940388594319955], [12.497435197990473, 41.94037200138499], [12.495852084972865, 41.93384139749032], [12.491135344477756, 41.93182671805968], [12.488972901799123, 41.93150920318986], [12.489047066783453, 41.93309545075286], [12.485141242395427, 41.93081958853446], [12.476781127335828, 41.93492269560317], [12.468598362957517, 41.93448679256308], [12.463257411303779, 41.93114738787289], [12.461654701913288, 41.92831554030572], [12.46187227527235, 41.92638653181165], [12.470177521101416, 41.9225935855991], [12.47212925346884, 41.91901367505738], [12.472472763438995, 41.913438051589225], [12.476098264952284, 41.906548302343914], [12.475912665096246, 41.90527370741246], [12.476120903982338, 41.90525945131821], [12.475881288904093, 41.90505823345499], [12.475574660468162, 41.902952482628365], [12.472286902159253, 41.901593883962974], [12.473480671904499, 41.89708817766714], [12.481502136788786, 41.897116742360346], [12.474775746311193, 41.910844551078725], [12.476647301280288, 41.911661016069296], [12.48600169584937, 41.90272951054536], [12.483973074787563, 41.90140082344539], [12.48613631627509, 41.89579419881755], [12.484202209256749, 41.89558555384533], [12.484093851446312, 41.89553617325447], [12.48756873989678, 41.8936525790038], [12.487920398900577, 41.89346195910702], [12.487605818638972, 41.89288161579932], [12.494997104667412, 41.89036467444204], [12.491008224045242, 41.888728442763366], [12.489477700489049, 41.88511270651691], [12.489997661394282, 41.88479220344454], [12.48120562062822, 41.8752938365309], [12.47771703667468, 41.85654965173155], [12.471012016661302, 41.85707022898543], [12.469718844857777, 41.861418124859085], [12.47485105586647, 41.86451040344736], [12.469939814786748, 41.871907245843566], [12.479670891733553, 41.872861780246794], [12.480263720659257, 41.87595178629605], [12.480648972797999, 41.87650107580977], [12.475798941602243, 41.88284660502574], [12.479485049784707, 41.88660017404542], [12.4798926184249, 41.888893430107984], [12.478107052968044, 41.89108272577161], [12.471980472123617, 41.89170247210023], [12.463872405283176, 41.89920518926833], [12.464628782518224, 41.90116518232826], [12.471664175009028, 41.90256155539111], [12.474087756017664, 41.90459676868179], [12.463671786498677, 41.90530984896166], [12.4632338302482, 41.90197077604295], [12.458022924907786, 41.90211851883358], [12.457451690096079, 41.906776224087956], [12.462258358042838, 41.907584997106945], [12.46133136740733, 41.90970139873646], [12.455075672148146, 41.90825159528176], [12.453133731189636, 41.9155991711475], [12.454753847584394, 41.91708143821504], [12.459988543807766, 41.916535677604]]","[[12.488573572011495, 41.88473024070712], [12.488512018916927, 41.88471878421539], [12.481372472351024, 41.888658038499706], [12.481306009554173, 41.888725594912756], [12.481299877826416, 41.88872794860535], [12.480870089600149, 41.88910304982295], [12.480814501809782, 41.88922519020167], [12.48071735696826, 41.88932393351899], [12.480335558843967, 41.89027754854952], [12.480156944624463, 41.89067000898501], [12.480101275752379, 41.89086271611144], [12.479823756229559, 41.891555875064796], [12.480007060444839, 41.89228010281757], [12.480068885521945, 41.892396161385484], [12.480100082401485, 41.89256370233696], [12.480212930173971, 41.892666563248476], [12.480308520047014, 41.892846005382495], [12.481392833428028, 41.89384718288813], [12.481555657580616, 41.89440192322918], [12.481494256329018, 41.89470357569177], [12.481444843943164, 41.89479092962824], [12.481453331021578, 41.89490463380459], [12.481397714828278, 41.89517786539568], [12.481484585331188, 41.89532335805318], [12.481507553400796, 41.895631068823576], [12.48169669027043, 41.895678596140286], [12.481742101838483, 41.89575465244819], [12.482645412715666, 41.8959176568739], [12.482649697910169, 41.89591807295941], [12.48343661152435, 41.896115812790015], [12.48398799074325, 41.896367086154676], [12.48501504372491, 41.896477881182456], [12.482994025212438, 41.90171589655461], [12.484720504150632, 41.90284668945464], [12.476479598719713, 41.9107150439307], [12.475862073688807, 41.91044564892128], [12.482782763211214, 41.89632129763965], [12.472865608095502, 41.896285982332856], [12.471431258558278, 41.90169972126036], [12.465216557481776, 41.90046623767174], [12.464814214716824, 41.89942365073168], [12.472327327876384, 41.892471467899774], [12.478517447031956, 41.89184529422839], [12.4807444815751, 41.88911470989201], [12.480229370215294, 41.88621634595459], [12.476855898397758, 41.88278113497426], [12.48146461417939, 41.876751330327636], [12.488749698605718, 41.88462167655546], [12.488573572011495, 41.88473024070712]]",Lazio,"12.474512178873903,41.905081285639355",IT,500000.0,100,100.0,41631754.0,Rome Marathon,Rome,3,79,run rome the marathon sourced from predicthqcom  the rome marathon is an annual marathon competition hosted by the city of rome italy sports Rome
4pyvbgxjcrfdm7rh7o,bakery china,sourced from predicthqcom,expos,Asia/Shanghai,121.306102,31.190706,Shang Hai Shi,"121.306102,31.190706",CN,385861.0,100,100.0,41186961.0,,Shanghai,1,84,bakery china sourced from predicthqcom expos Shanghai
4ryzrg6ujtfzf5dhte,lima,sourced from predicthqcom  the only exhibition of its kind in the world the langkawi international maritime  aerospace exhibition or lima for short is a platform for defence commercial and industrial uses the biennial exhibition for the maritime and aerospace sectors serving the asia pacific region stands out as a unique trade showcase and specialised event unparalleled by any other worldwide,expos,Asia/Kuala_Lumpur,99.7287335,6.338717600000001,Kedah,"99.7287335,6.338717600000001",MY,323000.0,100,100.0,26444004.0,"Mahsuri International Exhibition Centre,LIMA - The Langkawi International Maritime & Aerospace Exhibition",Alor Setar,1,3,lima sourced from predicthqcom  the only exhibition of its kind in the world the langkawi international maritime  aerospace exhibition or lima for short is a platform for defence commercial and industrial uses the biennial exhibition for the maritime and aerospace sectors serving the asia pacific region stands out as a unique trade showcase and specialised event unparalleled by any other worldwide expos Alor Setar
4uehxvny3cn98cau3v,portland rose festival cityfair,sourced from predicthqcom  portland rose festival is an annual event organized by the volunteer nonprofit portland rose festival association with the purpose of promoting the portland region this event includes the grand floral parade starlight run the milk carton boat race fireworks family entertainment and much more,festivals,America/Los_Angeles,"[[-122.6697338, 45.5250473], [-122.6708389, 45.5205898], [-122.6699484, 45.5203868], [-122.6691115, 45.5219504], [-122.6697338, 45.5250473]]",0,Oregon,"-122.66990913739842,45.52221635145056",US,1200000.0,100,100.0,102679170.0,Portland Rose Festival,Portland,2,73,portland rose festival cityfair sourced from predicthqcom  portland rose festival is an annual event organized by the volunteer nonprofit portland rose festival association with the purpose of promoting the portland region this event includes the grand floral parade starlight run the milk carton boat race fireworks family entertainment and much more festivals Portland
5gikq8xp2fvbksaktt,bea,sourced from predicthqcom  ausstellung für gewerbe landwirtschaft handel und industrie,expos,Europe/Zurich,7.4679721,46.9598624,Bern,"7.4679721,46.9598624",CH,330000.0,100,100.0,76894859.0,BEA,Bern,1,13,bea sourced from predicthqcom  ausstellung für gewerbe landwirtschaft handel und industrie expos Bern
5vdr9aneh5mpknzx3f,pecan street festival,sourced from predicthqcom,expos,America/Chicago,-97.7381589,30.2667554,Texas,"-97.7381589,30.2667554",US,400000.0,100,100.0,100446068.0,"pecan street festival,Pecan Street Festival",Houston,1,41,pecan street festival sourced from predicthqcom expos Houston
5ovmpczefw4hmkvx5y,tulip time festival,sourced from predicthqcom  the tulip time festival is a renowned annual celebration held in holland michigan showcasing the citys dutch heritage and the beauty of springtime tulips,festivals,America/Detroit,-86.1089511,42.7893867,Michigan,"-86.1089511,42.7893867",US,976000.0,100,100.0,69540067.0,Tulip Time Festival,Detroit,2,30,tulip time festival sourced from predicthqcom  the tulip time festival is a renowned annual celebration held in holland michigan showcasing the citys dutch heritage and the beauty of springtime tulips festivals Detroit
5sdswdjfshv8roeqne,siam  salon international de lagriculture au maroc,sourced from predicthqcom  siam is an exceptional expo event focusing on agriculture livestock and agribusiness offering a platform for industry professionals farmers and experts to exchange knowledge discover innovations and explore sustainable solutions for the agricultural sector with its diverse array of exhibits demonstrations and conferences siam is a prominent gathering where attendees can stay informed and inspired by the latest advancements in the farming and agroindustrial fields,expos,Africa/Casablanca,-5.5518842,33.8815542,Fès-Meknès,"-5.5518842,33.8815542",MA,1000000.0,100,100.0,74061646.0,SIAM,Casablanca,1,23,siam  salon international de lagriculture au maroc sourced from predicthqcom  siam is an exceptional expo event focusing on agriculture livestock and agribusiness offering a platform for industry professionals farmers and experts to exchange knowledge discover innovations and explore sustainable solutions for the agricultural sector with its diverse array of exhibits demonstrations and conferences siam is a prominent gathering where attendees can stay informed and inspired by the latest advancements in the farming and agroindustrial fields expos Casablanca
5vkd4qegjrbsxg4ygk,la ceiba carnival,sourced from predicthqcom  every may our little town of la ceiba honduras hosts gran carnaval internacional de la ceiba or carnival for short the festival which honors saint isidore the laborer the patron saint of la ceiba is the second biggest carnival in the world,festivals,America/Tegucigalpa,-86.7919009,15.770288,Departamento de Atlántida,"-86.7919009,15.770288",HN,500000.0,100,100.0,20555690.0,La Ceiba Carnival,Tegucigalpa,2,90,la ceiba carnival sourced from predicthqcom  every may our little town of la ceiba honduras hosts gran carnaval internacional de la ceiba or carnival for short the festival which honors saint isidore the laborer the patron saint of la ceiba is the second biggest carnival in the world festivals Tegucigalpa
5vdyvh5ruoguuulmjq,rochester lilac festival,sourced from predicthqcom,festivals,America/New_York,"[[-77.6040823, 43.1320555], [-77.6006813, 43.1312178], [-77.6004667, 43.1321143], [-77.6026285, 43.1328346], [-77.6040823, 43.1320555]]",0,New York,"-77.60204088665107,43.132042848242314",US,500000.0,100,100.0,36831957.0,,New York,2,65,rochester lilac festival sourced from predicthqcom festivals New York
6aec8pgeqvxprlkapc,kaziukas fair,sourced from predicthqcom  every year in the first days of march the streets of the old town of vilnius overwhelm the lush kaziukas weekend this is the largest gathering of folk artists and folk artists craftsmen from neighboring countries are attracted to kaziukas fair not only in the most remote places of lithuania saint casimirs fair also features music dance and theater performances,festivals,Europe/Vilnius,25.2796514,54.6871555,Vilniaus apskritis,"25.2796514,54.6871555",LT,500000.0,100,100.0,20579219.0,Kaziukas Fair,Vilnius,2,99,kaziukas fair sourced from predicthqcom  every year in the first days of march the streets of the old town of vilnius overwhelm the lush kaziukas weekend this is the largest gathering of folk artists and folk artists craftsmen from neighboring countries are attracted to kaziukas fair not only in the most remote places of lithuania saint casimirs fair also features music dance and theater performances festivals Vilnius
6cbrggsacartukdnwm,french open,sourced from predicthqcom  the french open also known as rolandgarros is a major tennis tournament held over two weeks at the stade roland garros in paris france beginning in late may each year the tournament and venue are named after the french aviator roland garros,sports,Europe/Paris,2.2464943,48.8473237,Île-de-France,"2.2464943,48.8473237",FR,630000.0,100,100.0,306803631.0,"Stade Roland Garros,French Open",Paris,3,69,french open sourced from predicthqcom  the french open also known as rolandgarros is a major tennis tournament held over two weeks at the stade roland garros in paris france beginning in late may each year the tournament and venue are named after the french aviator roland garros sports Paris
6khy2mp2zazybqrmpl,yilan green expo,sourced from predicthqcom  the yilan green expo was established in 2000 with a focus on green living conservation and ecofriendly agriculture this event includes themed exhibitions outdoor education and recreation environmental friendliness is at its core it highlights the beauty of taiwans shimmering green rice fields lush forests mountains seas lakes and rivers,expos,Asia/Taipei,121.8144652,24.6106094,Yilan County,"121.8144652,24.6106094",TW,400000.0,100,100.0,45176242.0,Yilan Green Expo,Taipei,1,89,yilan green expo sourced from predicthqcom  the yilan green expo was established in 2000 with a focus on green living conservation and ecofriendly agriculture this event includes themed exhibitions outdoor education and recreation environmental friendliness is at its core it highlights the beauty of taiwans shimmering green rice fields lush forests mountains seas lakes and rivers expos Taipei
6dcbuwuwdcrsb5dvg8,feria de abril in sevilla,sourced from predicthqcom  the seville fair is held in the andalusian capital of seville spain the fair generally begins two weeks after the semana santa or easter holy week the fair officially begins at midnight on saturday and runs seven days ending on the following saturday,festivals,Europe/Madrid,"[[-6.0037054, 37.3714932], [-6.0040916, 37.3688499], [-5.9973754, 37.3678097], [-5.9972466, 37.371442], [-6.0037054, 37.3714932]]",0,Andalusia,"-6.000437693287,37.36987142243643",ES,3000000.0,100,100.0,151068211.0,Feria de Abril in Sevilla,Seville,2,83,feria de abril in sevilla sourced from predicthqcom  the seville fair is held in the andalusian capital of seville spain the fair generally begins two weeks after the semana santa or easter holy week the fair officially begins at midnight on saturday and runs seven days ending on the following saturday festivals Seville
6ec7rvgbpejj4vbqml,garden grove strawberry festival,sourced from predicthqcom,festivals,America/Los_Angeles,"[[-117.9406596, 33.7795921], [-117.9409814, 33.7768365], [-117.9393989, 33.7768632], [-117.9395813, 33.7783213], [-117.9406596, 33.7795921]]",0,California,"-117.9402367366953,33.77788047824311",US,300000.0,100,100.0,23284730.0,Garden Grove Strawberry Festival,Los Angeles,2,50,garden grove strawberry festival sourced from predicthqcom festivals Los Angeles
6gyhjemcavfucrdwvv,nyc st patricks day parade,sourced from predicthqcom  the st patricks day parade which was first held in 1762 is new york citys oldest and largest festival it is held annually and attracts over 2 million spectators,festivals,America/New_York,"[[-73.96071917556557, 40.78177768047387], [-73.9604831950917, 40.78210065603943], [-73.95983724396056, 40.78162869509168], [-73.97963602443443, 40.75453101952613], [-73.9798720049083, 40.75420804396057], [-73.98051795603944, 40.754680004908316], [-73.96071917556557, 40.78177768047387]]",0,New York,"-73.97017759999999,40.768154349999996",US,2000000.0,100,100.0,183292326.0,St. Patrick’s Day Parade,New York,2,65,nyc st patricks day parade sourced from predicthqcom  the st patricks day parade which was first held in 1762 is new york citys oldest and largest festival it is held annually and attracts over 2 million spectators festivals New York
6phrsiii4eu6mquzld,ciff phase ii  officecommercial furniture,sourced from predicthqcom,expos,Asia/Shanghai,113.357894,23.104038,Guang Dong Sheng,"113.357894,23.104038",CN,363449.0,100,100.0,42088034.0,CIFM,Guangzhou,1,37,ciff phase ii  officecommercial furniture sourced from predicthqcom expos Guangzhou
6setyub8wvwvixlzgl,cordoba patios festival,sourced from predicthqcom  the córdoba patio festival or flower festival is known in spanish as la fiesta de los patios cordobeses or los patios de córdoba and is córdobas most colourful annual event,festivals,Europe/Madrid,-4.7793835,37.8881751,Andalucía,"-4.7793835,37.8881751",ES,907026.0,100,100.0,38991313.0,Cordoba Patios Festival,Madrid,2,54,cordoba patios festival sourced from predicthqcom  the córdoba patio festival or flower festival is known in spanish as la fiesta de los patios cordobeses or los patios de córdoba and is córdobas most colourful annual event festivals Madrid
6xiaz6bhfmt6far3ld,pima county fair,sourced from predicthqcom  the pima county fair is a funfair that happens every year in tucson arizona the fair runs for 11 days in the month of april it features live animal shows concerts carnival rides and vendors hundreds of local groups perform every year the pima county fair is one of the most popular attractions in tucson,festivals,America/Phoenix,"[[-110.7820916, 32.0428097], [-110.781877, 32.0340606], [-110.774045, 32.0340424], [-110.774002, 32.041682], [-110.7820916, 32.0428097]]",0,Arizona,"-110.77809250989925,32.038176152325995",US,324000.0,100,100.0,24728608.0,"Pima County Fairgrounds,Pima County Fair",Phoenix,2,72,pima county fair sourced from predicthqcom  the pima county fair is a funfair that happens every year in tucson arizona the fair runs for 11 days in the month of april it features live animal shows concerts carnival rides and vendors hundreds of local groups perform every year the pima county fair is one of the most popular attractions in tucson festivals Phoenix
6xvptxkaqmv7ftrekr,st patricks day parade,sourced from predicthqcom  the st patricks day parade celebrates irelands history culture and heritage through entertainment,festivals,America/Toronto,"[[-79.38651783494517, 43.67071143684286], [-79.38055405795023, 43.656489750561136], [-79.38039937072004, 43.656120871365715], [-79.38113712911088, 43.65581149690533], [-79.3870009651521, 43.66979485621879], [-79.39973975776759, 43.66716557171873], [-79.40013150049853, 43.66708471608967], [-79.40029321175666, 43.66786820155156], [-79.38651783494517, 43.67071143684286]]",0,Ontario,"-79.38833140242554,43.66581712510871",CA,500000.0,100,100.0,42928700.0,St Patrick's Day Parade,Toronto,2,92,st patricks day parade sourced from predicthqcom  the st patricks day parade celebrates irelands history culture and heritage through entertainment festivals Toronto
75acyyx9ephqkj5ekb,cmef spring,sourced from predicthqcom,expos,Asia/Shanghai,121.306102,31.190706,Shang Hai Shi,"121.306102,31.190706",CN,310000.0,100,100.0,38200907.0,,Shanghai,1,84,cmef spring sourced from predicthqcom expos Shanghai
7jepyd8cavdu5tbxqc,leesburg bikefest,sourced from predicthqcom  leesburg bikefest is laid out over 30 city blocks and eight venues on and around main street offering some 200 vendors a variety of bike shows stunt shows poker runs and 60 concerts,festivals,America/New_York,"[[-81.8793135, 28.8117347], [-81.8793189, 28.8103951], [-81.8743863, 28.8102917], [-81.8743514, 28.8116243], [-81.8793135, 28.8117347]]",0,Florida,"-81.87684447761026,28.811012158473698",US,300000.0,100,100.0,22458914.0,Leesburg Bikefest,Miami,2,58,leesburg bikefest sourced from predicthqcom  leesburg bikefest is laid out over 30 city blocks and eight venues on and around main street offering some 200 vendors a variety of bike shows stunt shows poker runs and 60 concerts festivals Miami
7k9nvzuyjyuvfx35wx,international famous furniture fair,sourced from predicthqcom  international famous furniture fair features an exclusive and comprehensive range of designinspired furniture and furnishings from more than 1500 leading brands,expos,Asia/Shanghai,113.660196,22.900216,Guangdong Sheng,"113.660196,22.900216",CN,500000.0,100,100.0,50588465.0,"Guangdong Modern International Exhibition Center,International Famous Furniture Fair",Guangzhou,1,37,international famous furniture fair sourced from predicthqcom  international famous furniture fair features an exclusive and comprehensive range of designinspired furniture and furnishings from more than 1500 leading brands expos Guangzhou
7ll4g6darvebryrsws,rodeo austin,sourced from predicthqcom  rodeo austin is one of americas top five prorodeos it is a family event that features performances concerts livestock show and auctions shopping food and more,festivals,America/Chicago,"[[-97.6210357, 30.291711], [-97.6239754, 30.2882184], [-97.6214649, 30.2865693], [-97.6188578, 30.290729], [-97.6210357, 30.291711]]",0,Texas,"-97.6213732108931,30.28921823008933",US,455000.0,100,100.0,36197890.0,"Rodeo Austin,Rodeo Austin",Houston,2,41,rodeo austin sourced from predicthqcom  rodeo austin is one of americas top five prorodeos it is a family event that features performances concerts livestock show and auctions shopping food and more festivals Houston
7cks63yyxq3ndd7ekw,artscape,sourced from predicthqcom  artscape featured more than 200 artist performers and over 100 visual artists and artisans todays artscape will include visual art exhibitions main stage music performances culinary delights community gathering spaces immersive family  youth experiences an artist marketplace and so much more,festivals,America/New_York,"[[-76.6273232, 39.3073508], [-76.623375, 39.3041131], [-76.6187401, 39.3045116], [-76.6193516, 39.3085711], [-76.6231604, 39.3106381], [-76.6273232, 39.3073508]]",0,Maryland,"-76.6225585440381,39.307072472939865",US,350000.0,100,100.0,25356458.0,Baltimore Artscape,Baltimore,2,6,artscape sourced from predicthqcom  artscape featured more than 200 artist performers and over 100 visual artists and artisans todays artscape will include visual art exhibitions main stage music performances culinary delights community gathering spaces immersive family  youth experiences an artist marketplace and so much more festivals Baltimore
7feyekjqzxtfzlqv6v,vivid sydney,sourced from predicthqcom  vivid sydney is an annual festival of light music and ideas held in sydney australia it includes outdoor immersive light installations and projections performances by local and international musicians and an ideas exchange forum featuring public talks and debates with leading creative thinkers,festivals,Australia/Sydney,151.2096944,-33.8690742,New South Wales,"151.2096944,-33.8690742",AU,3280000.0,100,100.0,286765782.0,Vivid Sydney,Sydney,2,86,vivid sydney sourced from predicthqcom  vivid sydney is an annual festival of light music and ideas held in sydney australia it includes outdoor immersive light installations and projections performances by local and international musicians and an ideas exchange forum featuring public talks and debates with leading creative thinkers festivals Sydney
7rij8zlfcp9jfkdawk,electric daisy carnival,sourced from predicthqcom  electric daisy carnival edc is an annual electronic dance music festival with its flagship event held annually in las vegas nevada it is currently the largest electronic dance music festival in north america,festivals,America/Los_Angeles,"[[-115.0169331, 36.27425], [-115.0173623, 36.2689563], [-115.013929, 36.2660498], [-115.0067622, 36.2686449], [-115.0033289, 36.2731082], [-115.0075347, 36.2771907], [-115.0169331, 36.27425]]",0,Nevada,"-115.01092258884837,36.271724092589764",US,520000.0,100,100.0,43344029.0,"Las Vegas Motor Speedway,EDC Las Vegas",Las Vegas,2,46,electric daisy carnival sourced from predicthqcom  electric daisy carnival edc is an annual electronic dance music festival with its flagship event held annually in las vegas nevada it is currently the largest electronic dance music festival in north america festivals Las Vegas
7sviyg4f2eex4nhdjf,calle ocho music festival,sourced from predicthqcom  bringing people together to celebrate miamis vibrant latin and caribbean cultures on the streets of little havana visitors stroll through street blocks of little havana filled with musical stages international food sampling sites folkloric dances and entertainment for all families  friends to enjoy,festivals,America/New_York,"[[-80.23891076161007, 25.764777657907928], [-80.23931060370214, 25.76476641951799], [-80.239333080482, 25.765566103702135], [-80.21444473838993, 25.766265642092073], [-80.21404489629786, 25.76627688048201], [-80.214022419518, 25.765477196297866], [-80.23891076161007, 25.764777657907928]]",0,Florida,"-80.22667775,25.76552165",US,750000.0,100,100.0,65104751.0,Calle Ocho Music Festival,Miami,2,58,calle ocho music festival sourced from predicthqcom  bringing people together to celebrate miamis vibrant latin and caribbean cultures on the streets of little havana visitors stroll through street blocks of little havana filled with musical stages international food sampling sites folkloric dances and entertainment for all families  friends to enjoy festivals Miami
7w2d37vbgz5ksnpgyg,dicks sporting goods pittsburgh marathon,sourced from predicthqcom  embark on a 262mile adventure like no other as you traverse the iconic dicks sporting goods pittsburgh marathon course get ready to be captivated by the dynamic fusion of urban energy and natural beauty as you conquer streets trails bridges and neighborhoods that define the essence of this vibrant city,sports,America/New_York,"[[-79.9706620758602, 40.45966558786268], [-79.96728735266824, 40.461912439698054], [-79.95272853471229, 40.464085094539456], [-79.93957036510766, 40.45708139150768], [-79.93444390721776, 40.45816312115417], [-79.92390761807496, 40.47767439464325], [-79.91774957590484, 40.475424777761916], [-79.92211813822456, 40.46626779129768], [-79.91816194607856, 40.46485619222211], [-79.91545357384474, 40.46123510846628], [-79.89354170970441, 40.45721129341506], [-79.88981053603102, 40.45510334937602], [-79.89501468049167, 40.44670747390518], [-79.91230297481715, 40.45337784039257], [-79.92420171348469, 40.45145215014825], [-79.92554345527603, 40.4536557406815], [-79.93496088648426, 40.45036711391037], [-79.93423209311389, 40.4478371597818], [-79.94848278461762, 40.44649047948455], [-79.9481904598936, 40.44411290506258], [-79.95530610046184, 40.442222326108684], [-79.96291542236538, 40.43674513348446], [-79.97261749209245, 40.43513247056035], [-79.97292245375306, 40.42874780032655], [-79.96916461803687, 40.4283473519719], [-79.96920298915057, 40.427726072218086], [-79.99441154810162, 40.428161522750955], [-80.02619140204811, 40.442904772323764], [-80.03636762858382, 40.44118842118298], [-80.0364780525813, 40.44160371251744], [-80.02845614962841, 40.44455643580943], [-80.02460071786051, 40.450941098988785], [-80.02092481589989, 40.44956405831624], [-80.01942558599983, 40.44695281683467], [-80.01426961926695, 40.445557002636264], [-80.00484746826078, 40.44858045775227], [-80.00523065676903, 40.44983859335439], [-80.00717742785206, 40.44951912322795], [-80.00854578148109, 40.45386637059803], [-80.00395269080691, 40.454768155416254], [-80.0025693966042, 40.45101922764951], [-80.00138151336225, 40.451218213167195], [-80.00213558064607, 40.45357963439811], [-79.99496241523222, 40.4550995581672], [-79.98741544158925, 40.44929571754411], [-79.97066502258343, 40.45967019606725], [-79.9706620758602, 40.45966558786268]]","[[-79.99702396788454, 40.44327305648408], [-79.99711581377706, 40.44361201678457], [-79.99682010825424, 40.443692142208185], [-79.99681890542615, 40.44369484857137], [-79.99433579786222, 40.444385219284214], [-79.99426976532791, 40.44437893047142], [-79.99415063642648, 40.4444129673004], [-79.99395717094899, 40.444368321420974], [-79.98769453590305, 40.44850114178723], [-79.99515758476777, 40.4542404418328], [-80.00110441935394, 40.45298036560189], [-80.00033848663776, 40.4505817868328], [-80.0030906033958, 40.45012077235049], [-80.00446730919309, 40.453851844583745], [-80.00751421851892, 40.45325362940198], [-80.00662257214795, 40.45042087677205], [-80.00466934323096, 40.45074140664561], [-80.00385253173923, 40.448059542247734], [-80.01425038073303, 40.44472299736374], [-80.01995441400017, 40.44626718316533], [-80.0214751841001, 40.448915941683765], [-80.02425928213948, 40.44995890101121], [-80.02791643588158, 40.443902589748575], [-80.03031403132458, 40.44302037027791], [-80.02607983595789, 40.443734910936236], [-79.99422845189838, 40.42895847724904], [-79.97373022755336, 40.428604143206776], [-79.97338576777555, 40.43581574510365], [-79.96323103518863, 40.43750364894354], [-79.95565389953815, 40.44295767389132], [-79.9490695401064, 40.444707094937414], [-79.94937721538238, 40.44720952051544], [-79.9352679068861, 40.448542840218195], [-79.93593911351574, 40.450872886089634], [-79.92519654472397, 40.45462425931851], [-79.92379828651532, 40.45232784985175], [-79.91221702518285, 40.454202159607426], [-79.89534531950832, 40.447692526094826], [-79.89092946396899, 40.45481665062398], [-79.8938182902956, 40.456448706584936], [-79.91590642615525, 40.460504891533716], [-79.91865805392143, 40.46418380777789], [-79.92322186177543, 40.46581220870232], [-79.91885042409517, 40.474975222238086], [-79.92353238192504, 40.47668560535674], [-79.93391609278224, 40.45745687884583], [-79.93968963489233, 40.45623860849232], [-79.9528714652877, 40.463254905460545], [-79.96699264733176, 40.46114756030195], [-79.99369686399055, 40.443368200396264], [-79.99400629397392, 40.44355021803352], [-79.99419523467209, 40.44356821238573], [-79.9945249974289, 40.44347399445521], [-79.99541764856794, 40.44324330932939], [-79.99625228070995, 40.443017154426016], [-79.99646733794805, 40.442622882822825], [-79.999678932262, 40.43780549135192], [-80.0023114467692, 40.438214747808914], [-80.00270669896028, 40.438276194578116], [-80.00258380542189, 40.43906669896028], [-80.000061067738, 40.438674508648084], [-79.99715266205195, 40.44303711717718], [-79.99702396788454, 40.44327305648408]]",Pennsylvania,"-79.9637823552983,40.44988284041699",US,340000.0,100,100.0,30733185.0,DICK'S Sporting Goods Pittsburgh Marathon,Philadelphia,3,71,dicks sporting goods pittsburgh marathon sourced from predicthqcom  embark on a 262mile adventure like no other as you traverse the iconic dicks sporting goods pittsburgh marathon course get ready to be captivated by the dynamic fusion of urban energy and natural beauty as you conquer streets trails bridges and neighborhoods that define the essence of this vibrant city sports Philadelphia
84dm2wbwabkixzas2q,expodireto cotrijal,sourced from predicthqcom,expos,America/Sao_Paulo,-52.814371,-28.4593372,Rio Grande do Sul,"-52.814371,-28.4593372",BR,377600.0,100,100.0,39590854.0,Expodireto Cotrijal,Porto Alegre,1,74,expodireto cotrijal sourced from predicthqcom expos Porto Alegre
